175.7720565795898 0.4 41.32 54.98 37.35 54.98 39.53 0.74 7.19 238 0.73 1010.7
115.31967067718507 0.43 33.7 52.6 31.03 52.6 29.52 0.67 1.06 202 0.27 1022.58
167.5686874389649 0.46 30.34 47.28 28.49 46.52 31.17 0.72 0.93 101 0.76 1023.61
116.77598381042478 0.49 38.83 43.86 29.38 37.04 26.12 0.55 13.52 34 0.77 1025.73
93.48748254776002 0.52 34.63 44.67 27.3 37.77 24 0.54 11.95 30 0.35 1032.07
104.99520683288574 0.55 31.47 47.3 24.95 42.32 23 0.55 7.32 50 0.22 1034.14
138.90246963500974 0.58 25.72 47.71 21.24 43.01 24.41 0.61 5.22 73 0.21 1032.2
107.84471797943115 0.61 29.28 46.62 25.94 42.8 27.61 0.67 2.96 77 0.42 1029.59
117.13847160339361 0.64 28.23 53.14 28.23 53.14 28.74 0.66 1.2 147 0.2 1026.56
103.0743589401245 0.68 31.2 52.23 28.53 52.23 31.52 0.73 1.9 324 0.54 1021.42
52.65793228149414 0.71 33.57 45.76 30.2 40.66 26.93 0.57 6.75 19 0.73 1022.97
57.16979312896727 0.75 38.12 45.52 35.82 43.25 29.35 0.62 3.72 30 0.77 1021.01
57.184383392333935 0.78 37.27 46.76 33.97 46.76 33.05 0.73 1.11 77 0.76 1023.2
25.3227334022522 0.82 37.08 51.8 34.54 51.8 34.64 0.72 4.01 65 0.57 1028.55
28.548501014709473 0.85 35.26 53.72 35.26 53.72 37.64 0.75 3.01 66 0.64 1030.8
55.53044414520259 0.89 36.51 53.79 36.18 53.79 35.21 0.68 4.82 49 0.53 1030.08
96.87376594543453 0.93 34.23 56.87 33.1 56.87 29.99 0.6 2.01 77 0.26 1025.86
65.9206657409668 0.97 34.58 54.76 34.58 54.76 28.84 0.58 2.05 83 0.22 1024.56
136.48740100860599 0.01 30.03 54.42 30.03 54.42 28.99 0.62 1.17 149 0.16 1024.8
156.38846492767334 0.04 30.88 60.33 29.25 60.33 29.87 0.58 7.65 241 0.12 1017.97
110.04904079437256 0.08 42.35 57.42 37.24 57.42 35.32 0.6 2.44 326 0.56 1016.72
152.21419334411618 0.12 40.17 54.28 36.17 54.28 32.71 0.6 5 63 0.44 1018.78
152.07716083526608 0.15 33.78 59.93 33.78 59.93 36.22 0.68 3 206 0.38 1014.11
156.562349319458 0.19 38.74 54.01 35.85 54.01 42.05 0.84 3.41 72 0.71 1008.38
160.15883064270022 0.22 46.65 65.23 45.49 65.23 47.57 0.81 1.11 151 0.58 1007.12
166.59130573272705 0.25 45.7 51.31 42.77 51.31 42.77 0.84 2.93 358 0.73 1010.1
118.3314228057861 0.29 37.95 55.28 37.95 55.28 30.81 0.53 5.44 26 0.4 1016.95
116.20604324340816 0.32 32.34 59.96 28.5 59.96 31.39 0.57 3.53 218 0.51 1012.49
166.91496753692627 0.35 46.56 63.72 43.22 63.72 38.74 0.58 6.23 245 0.66 1002.9
237.81083297729498 0.38 40.82 64.73 37.13 64.73 41.42 0.68 6.28 230 0.5 1007.14
250.9232177734375 0.41 37.97 52.98 37.97 52.98 37.23 0.68 0.53 359 0.46 1011.91
156.53994369506833 0.44 30.41 56.6 27.53 56.6 29.77 0.62 5.01 252 0.48 1014.48
113.40443897247316 0.47 32.87 52.21 32.87 52.21 25.07 0.52 0.67 335 0.25 1019.02
195.46514129638672 0.5 34.63 46.99 32.12 46.99 32.29 0.73 0.5 280 0.78 1014.44
116.24835777282718 0.53 38.45 48.23 32.84 43.22 29.29 0.61 10.99 32 0.77 1014.97
112.64284515380857 0.56 35.68 47.44 28.65 42.23 23.55 0.5 9.48 21 0.4 1020.54
117.74779224395758 0.59 35.36 47.58 27.62 40.86 25.25 0.54 9.77 15 0.55 1027.91
117.40491390228269 0.62 34.11 51.37 30.35 51.37 30.1 0.61 2.37 339 0.69 1028.14
115.83413314819336 0.66 40.38 57.23 40.09 57.23 37.15 0.67 3.04 44 0.58 1030.62
116.50319051742555 0.69 34.76 66.38 33.76 66.38 36.62 0.63 2.29 192 0.29 1026.81
117.51906967163083 0.73 46.06 69.9 41.81 69.9 37.92 0.51 8.38 245 0.34 1022.33
117.88534164428708 0.76 49.14 69.15 49.14 69.15 42.3 0.57 0.57 270 0.44 1027.75
115.34381008148195 0.8 43.42 74.49 41.31 74.49 41.18 0.55 1.84 250 0.37 1025.53
117.20586299896237 0.84 48.59 61.5 46.83 61.5 36.59 0.5 3.74 77 0.52 1027.12
118.64475917816164 0.88 41.99 74.8 41.99 74.8 40.04 0.55 3.38 230 0.28 1021.59
204.23886966705317 0.91 48.47 77.96 45.23 77.96 39.76 0.44 8.19 243 0.43 1015.31
206.02048397064215 0.95 53.66 63.29 53.66 63.29 44.14 0.58 10.48 249 0.72 1012.99
198.98513674736023 0.99 38.39 53.45 38.39 53.45 41.21 0.86 1.34 358 0.86 1018.57
180.00789356231695 0.03 32.29 52.89 32.29 52.89 32.39 0.69 0.35 216 0.37 1022.98
176.40983647108078 0.06 33.37 63.24 31.01 63.24 33.91 0.6 0.95 268 0.22 1020.25
200.43456202745432 0.1 41.99 66.99 40.15 66.99 38.09 0.56 0.45 70 0.27 1022.1
204.9649577140808 0.13 42.62 71.64 42.62 71.64 37.76 0.52 1.48 150 0.33 1021.36
272.0473937988281 0.17 46.02 71.12 46.02 71.12 37.46 0.46 1.84 176 0.49 1016.53
